name,l_b,n_b
IP_Addresses,9,17
IP_Addresses,10,8
IP_Addresses,11,5
IP_Addresses,12,5
IP_Addresses,13,4
IP_Addresses,14,3
IP_Addresses,15,2
IP_Addresses,16,2
IP_Addresses,17,2
Imperative_Insertion_Sort,1,125
Imperative_Insertion_Sort,2,72
Imperative_Insertion_Sort,3,23
Imperative_Insertion_Sort,4,14
Imperative_Insertion_Sort,5,6
Imperative_Insertion_Sort,6,3
Imperative_Insertion_Sort,7,3
Impossible_Geometry,1,872
Impossible_Geometry,2,649
Impossible_Geometry,3,27
Impossible_Geometry,4,20
Impossible_Geometry,5,14
Impossible_Geometry,6,11
Impossible_Geometry,7,5
Impossible_Geometry,8,4
Impossible_Geometry,9,3
Impossible_Geometry,10,2
Impossible_Geometry,11,2
Impossible_Geometry,12,2
Incompleteness,1,6430
Incompleteness,2,4790
Incompleteness,3,93
Incompleteness,4,73
Incompleteness,5,31
Incompleteness,6,18
Incompleteness,7,6
Incompleteness,8,4
Incompleteness,9,2
Incredible_Proof_Machine,1,6117
Incredible_Proof_Machine,2,4532
Incredible_Proof_Machine,3,231
Incredible_Proof_Machine,4,195
Incredible_Proof_Machine,5,91
Incredible_Proof_Machine,6,62
Incredible_Proof_Machine,7,35
Incredible_Proof_Machine,8,30
Incredible_Proof_Machine,9,21
Incredible_Proof_Machine,10,15
Incredible_Proof_Machine,11,7
Incredible_Proof_Machine,12,6
Incredible_Proof_Machine,13,4
Incredible_Proof_Machine,14,4
Incredible_Proof_Machine,15,2
Inductive_Confidentiality,1,3256
Inductive_Confidentiality,2,1073
Inductive_Confidentiality,3,38
Inductive_Confidentiality,4,27
Inductive_Confidentiality,5,17
Inductive_Confidentiality,6,12
Inductive_Confidentiality,7,5
Inductive_Confidentiality,8,2
Inductive_Confidentiality,9,2
Inductive_Confidentiality,10,2
Inductive_Inference,1,2857
Inductive_Inference,2,2040
Inductive_Inference,3,177
Inductive_Inference,4,113
Inductive_Inference,5,66
Inductive_Inference,6,36
Inductive_Inference,7,12
Inductive_Inference,8,7
Inductive_Inference,9,3
Inductive_Inference,10,2
InfPathElimination,1,1445
InfPathElimination,2,958
InfPathElimination,3,46
InfPathElimination,4,26
InfPathElimination,5,13
InfPathElimination,6,9
InfPathElimination,7,6
InfPathElimination,8,4
InfPathElimination,9,3
InfPathElimination,10,3
InfPathElimination,11,2
InfPathElimination,12,2
InformationFlowSlicing,1,550
InformationFlowSlicing,2,357
InformationFlowSlicing,3,28
InformationFlowSlicing,4,19
InformationFlowSlicing,5,11
InformationFlowSlicing,6,8
InformationFlowSlicing,7,5
InformationFlowSlicing,8,3
InformationFlowSlicing,9,2
InformationFlowSlicing,10,2
InformationFlowSlicing_Inter,1,565
InformationFlowSlicing_Inter,2,370
InformationFlowSlicing_Inter,3,23
InformationFlowSlicing_Inter,4,17
InformationFlowSlicing_Inter,5,10
InformationFlowSlicing_Inter,6,6
InformationFlowSlicing_Inter,7,4
InformationFlowSlicing_Inter,8,2
InformationFlowSlicing_Inter,9,2
InformationFlowSlicing_Inter,10,2
Integration,1,295
Integration,2,169
Integration,3,40
Integration,4,28
Integration,5,13
Integration,6,8
Integration,7,6
Integration,8,3
Integration,9,2
Interpreter_Optimizations,1,13594
Interpreter_Optimizations,2,10098
Interpreter_Optimizations,3,318
Interpreter_Optimizations,4,238
Interpreter_Optimizations,5,118
Interpreter_Optimizations,6,94
Interpreter_Optimizations,7,72
Interpreter_Optimizations,8,58
Interpreter_Optimizations,9,40
Interpreter_Optimizations,10,38
Interpreter_Optimizations,11,24
Interpreter_Optimizations,12,21
Interpreter_Optimizations,13,19
Interpreter_Optimizations,14,16
Interpreter_Optimizations,15,10
Interpreter_Optimizations,16,9
Interpreter_Optimizations,17,7
Interpreter_Optimizations,18,5
Interpreter_Optimizations,19,3
Interpreter_Optimizations,20,2
Interpreter_Optimizations,21,2
Interval_Arithmetic_Word32,1,2238
Interval_Arithmetic_Word32,2,1578
Interval_Arithmetic_Word32,3,146
Interval_Arithmetic_Word32,4,104
Interval_Arithmetic_Word32,5,61
Interval_Arithmetic_Word32,6,37
Interval_Arithmetic_Word32,7,16
Interval_Arithmetic_Word32,8,11
Interval_Arithmetic_Word32,9,7
Interval_Arithmetic_Word32,10,7
Interval_Arithmetic_Word32,11,5
Interval_Arithmetic_Word32,12,4
Interval_Arithmetic_Word32,13,4
Interval_Arithmetic_Word32,14,3
Intro_Dest_Elim,1,6
Intro_Dest_Elim,2,4
Iptables_Semantics,1,14545
Iptables_Semantics,2,11739
Iptables_Semantics,3,268
Iptables_Semantics,4,160
Iptables_Semantics,5,94
Iptables_Semantics,6,61
Iptables_Semantics,7,37
Iptables_Semantics,8,28
Iptables_Semantics,9,21
Iptables_Semantics,10,16
Iptables_Semantics,11,9
Iptables_Semantics,12,7
Iptables_Semantics,13,6
Iptables_Semantics,14,5
Iptables_Semantics,15,5
Iptables_Semantics,16,3
Iptables_Semantics,17,2
Iptables_Semantics,18,2
Irrational_Series_Erdos_Straus,1,48
Irrational_Series_Erdos_Straus,2,33
Irrational_Series_Erdos_Straus,3,10
Irrational_Series_Erdos_Straus,4,7
Irrational_Series_Erdos_Straus,5,4
Irrational_Series_Erdos_Straus,6,2
Irrational_Series_Erdos_Straus,7,2
Irrationality_J_Hancl,1,19
Irrationality_J_Hancl,2,12
Irrationality_J_Hancl,3,6
Irrationality_J_Hancl,4,5
Irrationality_J_Hancl,5,2
IsaGeoCoq,1,1574
IsaGeoCoq,2,966
IsaGeoCoq,3,77
IsaGeoCoq,4,73
IsaGeoCoq,5,39
IsaGeoCoq,6,34
Isabelle_C,1,60
Isabelle_C,2,4
Isabelle_C,3,3
Isabelle_C,4,2
Isabelle_Marries_Dirac,1,1121
Isabelle_Marries_Dirac,2,701
Isabelle_Marries_Dirac,3,144
Isabelle_Marries_Dirac,4,90
Isabelle_Marries_Dirac,5,48
Isabelle_Marries_Dirac,6,32
Isabelle_Marries_Dirac,7,16
Isabelle_Marries_Dirac,8,11
Isabelle_Marries_Dirac,9,8
Isabelle_Marries_Dirac,10,5
Isabelle_Marries_Dirac,11,4
Isabelle_Marries_Dirac,12,2
Jacobson_Basic_Algebra,1,854
Jacobson_Basic_Algebra,2,547
Jacobson_Basic_Algebra,3,118
Jacobson_Basic_Algebra,4,87
Jacobson_Basic_Algebra,5,40
Jacobson_Basic_Algebra,6,21
Jacobson_Basic_Algebra,7,8
Jacobson_Basic_Algebra,8,5
Jacobson_Basic_Algebra,9,2
Jinja,1,8921
Jinja,2,6812
Jinja,3,244
Jinja,4,170
Jinja,5,95
Jinja,6,68
Jinja,7,42
Jinja,8,30
Jinja,9,23
Jinja,10,19
Jinja,11,14
Jinja,12,13
Jinja,13,11
Jinja,14,8
Jinja,15,4
Jinja,16,4
Jinja,17,4
Jinja,18,4
Jinja,19,4
Jinja,20,4
Jinja,21,3
Jinja,22,3
JinjaDCI,1,13480
JinjaDCI,2,10728
JinjaDCI,3,230
JinjaDCI,4,175
JinjaDCI,5,115
JinjaDCI,6,86
JinjaDCI,7,51
JinjaDCI,8,43
JinjaDCI,9,25
JinjaDCI,10,18
JinjaDCI,11,12
JinjaDCI,12,10
JinjaDCI,13,9
JinjaDCI,14,8
JinjaDCI,15,8
JinjaDCI,16,7
JinjaDCI,17,7
JinjaDCI,18,6
JiveDataStoreModel,1,3793
JiveDataStoreModel,2,2821
JiveDataStoreModel,3,70
JiveDataStoreModel,4,49
JiveDataStoreModel,5,23
JiveDataStoreModel,6,18
JiveDataStoreModel,7,8
JiveDataStoreModel,8,6
JiveDataStoreModel,9,3
JiveDataStoreModel,10,2
Jordan_Hoelder,1,264
Jordan_Hoelder,2,156
Jordan_Hoelder,3,33
Jordan_Hoelder,4,23
Jordan_Hoelder,5,15
Jordan_Hoelder,6,11
Jordan_Hoelder,7,5
Jordan_Hoelder,8,3
Jordan_Hoelder,9,2
Jordan_Hoelder,10,2
Jordan_Normal_Form,1,5039
Jordan_Normal_Form,2,3487
Jordan_Normal_Form,3,208
Jordan_Normal_Form,4,155
Jordan_Normal_Form,5,82
Jordan_Normal_Form,6,60
Jordan_Normal_Form,7,42
Jordan_Normal_Form,8,27
Jordan_Normal_Form,9,16
Jordan_Normal_Form,10,12
Jordan_Normal_Form,11,8
Jordan_Normal_Form,12,5
Jordan_Normal_Form,13,3
Jordan_Normal_Form,14,2
KAD,1,7034
KAD,2,6200
KAD,3,198
KAD,4,126
KAD,5,55
KAD,6,36
KAD,7,15
KAD,8,9
KAD,9,6
KAD,10,4
KAD,11,2
KAD,12,2
KAT_and_DRA,1,1469
KAT_and_DRA,2,1023
KAT_and_DRA,3,86
KAT_and_DRA,4,60
KAT_and_DRA,5,22
KAT_and_DRA,6,15
KAT_and_DRA,7,9
KAT_and_DRA,8,5
KAT_and_DRA,9,3
KAT_and_DRA,10,3
KAT_and_DRA,11,3
KAT_and_DRA,12,2
KAT_and_DRA,13,2
KBPs,1,7465
KBPs,2,5782
KBPs,3,270
KBPs,4,170
KBPs,5,93
KBPs,6,61
KBPs,7,31
KBPs,8,25
KBPs,9,20
KBPs,10,21
KBPs,11,7
KBPs,12,5
KBPs,13,4
KBPs,14,3
KBPs,15,2
KD_Tree,1,649
KD_Tree,2,463
KD_Tree,3,29
KD_Tree,4,18
KD_Tree,5,14
KD_Tree,6,9
KD_Tree,7,4
KD_Tree,8,4
KD_Tree,9,3
KD_Tree,10,2
KD_Tree,11,2
Key_Agreement_Strong_Adversaries,1,9778
Key_Agreement_Strong_Adversaries,2,7602
Key_Agreement_Strong_Adversaries,3,141
Key_Agreement_Strong_Adversaries,4,80
Key_Agreement_Strong_Adversaries,5,39
Key_Agreement_Strong_Adversaries,6,26
Key_Agreement_Strong_Adversaries,7,18
Key_Agreement_Strong_Adversaries,8,12
Key_Agreement_Strong_Adversaries,9,10
Key_Agreement_Strong_Adversaries,10,9
Key_Agreement_Strong_Adversaries,11,5
Key_Agreement_Strong_Adversaries,12,4
Key_Agreement_Strong_Adversaries,13,3
Key_Agreement_Strong_Adversaries,14,2
Key_Agreement_Strong_Adversaries,15,2
Key_Agreement_Strong_Adversaries,16,2
Kleene_Algebra,1,7976
Kleene_Algebra,2,6622
Kleene_Algebra,3,360
Kleene_Algebra,4,274
Kleene_Algebra,5,108
Kleene_Algebra,6,78
Kleene_Algebra,7,29
Kleene_Algebra,8,19
Kleene_Algebra,9,15
Kleene_Algebra,10,11
Kleene_Algebra,11,5
Kleene_Algebra,12,5
Kleene_Algebra,13,3
Kleene_Algebra,14,2
Knot_Theory,1,1508
Knot_Theory,2,960
Knot_Theory,3,61
Knot_Theory,4,31
Knot_Theory,5,19
Knot_Theory,6,13
Knot_Theory,7,6
Knot_Theory,8,3
Knot_Theory,9,2
Knuth_Bendix_Order,1,1321
Knuth_Bendix_Order,2,1040
Knuth_Bendix_Order,3,99
Knuth_Bendix_Order,4,73
Knuth_Bendix_Order,5,42
Knuth_Bendix_Order,6,25
Knuth_Bendix_Order,7,17
Knuth_Bendix_Order,8,14
Knuth_Bendix_Order,9,12
Knuth_Bendix_Order,10,8
Knuth_Bendix_Order,11,3
Knuth_Bendix_Order,12,2
Knuth_Bendix_Order,13,2
Knuth_Bendix_Order,14,2
Knuth_Morris_Pratt,1,518
Knuth_Morris_Pratt,2,438
Knuth_Morris_Pratt,3,33
Knuth_Morris_Pratt,4,22
Knuth_Morris_Pratt,5,13
Knuth_Morris_Pratt,6,9
Knuth_Morris_Pratt,7,6
Knuth_Morris_Pratt,8,4
Knuth_Morris_Pratt,9,3
Koenigsberg_Friendship,1,1131
Koenigsberg_Friendship,2,842
Koenigsberg_Friendship,3,54
Koenigsberg_Friendship,4,38
Koenigsberg_Friendship,5,19
Koenigsberg_Friendship,6,14
Koenigsberg_Friendship,7,8
Koenigsberg_Friendship,8,7
Koenigsberg_Friendship,9,4
Koenigsberg_Friendship,10,2
Koenigsberg_Friendship,11,2
Kruskal,1,730
Kruskal,2,492
Kruskal,3,122
Kruskal,4,89
Kruskal,5,50
Kruskal,6,27
Kruskal,7,18
Kruskal,8,13
Kruskal,9,10
Kruskal,10,7
Kruskal,11,5
Kruskal,12,5
Kruskal,13,4
Kruskal,14,3
Kruskal,15,2
Kuratowski_Closure_Complement,1,1286
Kuratowski_Closure_Complement,2,928
Kuratowski_Closure_Complement,3,82
Kuratowski_Closure_Complement,4,45
Kuratowski_Closure_Complement,5,19
Kuratowski_Closure_Complement,6,16
Kuratowski_Closure_Complement,7,11
Kuratowski_Closure_Complement,8,6
Kuratowski_Closure_Complement,9,6
Kuratowski_Closure_Complement,10,4
Kuratowski_Closure_Complement,11,3
Kuratowski_Closure_Complement,12,2
LLL_Basis_Reduction,1,2639
LLL_Basis_Reduction,2,1877
LLL_Basis_Reduction,3,513
LLL_Basis_Reduction,4,348
LLL_Basis_Reduction,5,188
LLL_Basis_Reduction,6,110
LLL_Basis_Reduction,7,62
LLL_Basis_Reduction,8,42
LLL_Basis_Reduction,9,25
LLL_Basis_Reduction,10,18
LLL_Basis_Reduction,11,8
LLL_Basis_Reduction,12,7
LLL_Basis_Reduction,13,5
LLL_Basis_Reduction,14,4
LLL_Basis_Reduction,15,3
LLL_Basis_Reduction,16,3
LLL_Basis_Reduction,17,2
LLL_Basis_Reduction,18,2
LLL_Basis_Reduction,19,2
LLL_Factorization,1,500
LLL_Factorization,2,316
LLL_Factorization,3,72
LLL_Factorization,4,49
LLL_Factorization,5,32
LLL_Factorization,6,19
LLL_Factorization,7,13
LLL_Factorization,8,9
LLL_Factorization,9,8
LLL_Factorization,10,5
LLL_Factorization,11,4
LLL_Factorization,12,3
LLL_Factorization,13,2
LLL_Factorization,14,2
LLL_Factorization,15,2
LOFT,1,2416
LOFT,2,1754
LOFT,3,139
LOFT,4,90
LOFT,5,46
LOFT,6,35
LOFT,7,16
LOFT,8,12
LOFT,9,10
LOFT,10,8
LOFT,11,5
LOFT,12,4
LOFT,13,3
LOFT,14,3
LTL,1,7676
LTL,2,6230
LTL,3,149
LTL,4,106
LTL,5,59
LTL,6,42
LTL,7,19
LTL,8,17
LTL,9,14
LTL,10,12
LTL,11,9
LTL,12,9
LTL,13,5
LTL,14,5
LTL,15,4
LTL,16,3
LTL,17,2
LTL,18,2
LTL_Master_Theorem,1,2791
LTL_Master_Theorem,2,2154
LTL_Master_Theorem,3,264
LTL_Master_Theorem,4,171
LTL_Master_Theorem,5,90
LTL_Master_Theorem,6,45
LTL_Master_Theorem,7,20
LTL_Master_Theorem,8,15
LTL_Master_Theorem,9,11
LTL_Master_Theorem,10,7
LTL_Master_Theorem,11,5
LTL_Master_Theorem,12,3
LTL_Master_Theorem,13,2
LTL_Master_Theorem,14,2
LTL_Master_Theorem,15,2
LTL_Normal_Form,1,528
LTL_Normal_Form,2,450
LTL_Normal_Form,3,58
LTL_Normal_Form,4,35
LTL_Normal_Form,5,19
LTL_Normal_Form,6,13
LTL_Normal_Form,7,8
LTL_Normal_Form,8,6
LTL_Normal_Form,9,4
LTL_Normal_Form,10,3
LTL_Normal_Form,11,2
LTL_Normal_Form,12,2
LTL_Normal_Form,13,2
LTL_to_DRA,1,6577
LTL_to_DRA,2,5338
LTL_to_DRA,3,396
LTL_to_DRA,4,251
LTL_to_DRA,5,159
LTL_to_DRA,6,95
LTL_to_DRA,7,47
LTL_to_DRA,8,39
LTL_to_DRA,9,25
LTL_to_DRA,10,18
LTL_to_DRA,11,8
LTL_to_DRA,12,6
LTL_to_DRA,13,4
LTL_to_DRA,14,4
LTL_to_DRA,15,2
LTL_to_DRA,16,2
LTL_to_DRA,17,2
LTL_to_GBA,1,1064
LTL_to_GBA,2,770
LTL_to_GBA,3,47
LTL_to_GBA,4,32
LTL_to_GBA,5,19
LTL_to_GBA,6,14
LTL_to_GBA,7,6
LTL_to_GBA,8,4
LTL_to_GBA,9,4
LTL_to_GBA,10,3
LTL_to_GBA,11,2
Lam-ml-Normalization,1,1941
Lam-ml-Normalization,2,1348
Lam-ml-Normalization,3,63
Lam-ml-Normalization,4,43
Lam-ml-Normalization,5,31
Lam-ml-Normalization,6,24
Lam-ml-Normalization,7,10
Lam-ml-Normalization,8,6
Lam-ml-Normalization,9,5
Lam-ml-Normalization,10,4
Lam-ml-Normalization,11,4
Lam-ml-Normalization,12,4
Lam-ml-Normalization,13,3
Lam-ml-Normalization,14,3
LambdaAuth,1,4416
LambdaAuth,2,3275
LambdaAuth,3,63
LambdaAuth,4,38
LambdaAuth,5,25
LambdaAuth,6,21
LambdaAuth,7,11
LambdaAuth,8,9
LambdaAuth,9,7
LambdaAuth,10,6
LambdaAuth,11,3
LambdaAuth,12,2
LambdaAuth,13,2
LambdaMu,1,1151
LambdaMu,2,822
LambdaMu,3,38
LambdaMu,4,24
LambdaMu,5,15
LambdaMu,6,10
LambdaMu,7,4
LambdaMu,8,2
Lambda_Free_EPO,1,516
Lambda_Free_EPO,2,341
Lambda_Free_EPO,3,24
Lambda_Free_EPO,4,19
Lambda_Free_EPO,5,8
Lambda_Free_EPO,6,5
Lambda_Free_EPO,7,2
Lambda_Free_EPO,8,2
Lambda_Free_EPO,9,2
Lambda_Free_EPO,10,2
Lambda_Free_KBOs,1,886
Lambda_Free_KBOs,2,569
Lambda_Free_KBOs,3,64
Lambda_Free_KBOs,4,47
Lambda_Free_KBOs,5,22
Lambda_Free_KBOs,6,20
Lambda_Free_KBOs,7,11
Lambda_Free_KBOs,8,8
Lambda_Free_KBOs,9,6
Lambda_Free_KBOs,10,5
Lambda_Free_KBOs,11,4
Lambda_Free_KBOs,12,3
Lambda_Free_KBOs,13,2
Lambda_Free_RPOs,1,1847
Lambda_Free_RPOs,2,1292
Lambda_Free_RPOs,3,111
Lambda_Free_RPOs,4,85
Lambda_Free_RPOs,5,43
Lambda_Free_RPOs,6,33
Lambda_Free_RPOs,7,11
Lambda_Free_RPOs,8,9
Lambda_Free_RPOs,9,4
Lambda_Free_RPOs,10,3
Lambda_Free_RPOs,11,2
Lambert_W,1,125
Lambert_W,2,67
Lambert_W,3,7
Lambert_W,4,6
Lambert_W,5,4
Lambert_W,6,2
Landau_Symbols,1,1314
Landau_Symbols,2,864
Landau_Symbols,3,115
Landau_Symbols,4,76
Landau_Symbols,5,48
Landau_Symbols,6,31
Landau_Symbols,7,12
Landau_Symbols,8,8
Landau_Symbols,9,6
Landau_Symbols,10,5
Landau_Symbols,11,4
Landau_Symbols,12,3
Landau_Symbols,13,2
Laplace_Transform,1,125
Laplace_Transform,2,72
Laplace_Transform,3,25
Laplace_Transform,4,17
Laplace_Transform,5,10
Laplace_Transform,6,7
Laplace_Transform,7,6
Laplace_Transform,8,3
Laplace_Transform,9,2
Latin_Square,1,248
Latin_Square,2,165
Latin_Square,3,13
Latin_Square,4,8
Latin_Square,5,4
Latin_Square,6,2
LatticeProperties,1,396
LatticeProperties,2,136
LatticeProperties,3,35
LatticeProperties,4,17
LatticeProperties,5,10
LatticeProperties,6,5
LatticeProperties,7,3
LatticeProperties,8,2
LatticeProperties,9,2
Launchbury,1,3554
Launchbury,2,2548
Launchbury,3,157
Launchbury,4,99
Launchbury,5,69
Launchbury,6,45
Launchbury,7,29
Launchbury,8,24
Launchbury,9,15
Launchbury,10,13
Launchbury,11,7
Launchbury,12,5
Launchbury,13,3
Launchbury,14,2
Launchbury,15,2
Launchbury,16,2
Launchbury,17,2
Laws_of_Large_Numbers,1,31
Laws_of_Large_Numbers,2,14
Laws_of_Large_Numbers,3,6
Laws_of_Large_Numbers,4,4
Laws_of_Large_Numbers,5,2
Laws_of_Large_Numbers,6,2
Laws_of_Large_Numbers,7,2
Lazy-Lists-II,1,313
Lazy-Lists-II,2,184
Lazy-Lists-II,3,40
Lazy-Lists-II,4,28
Lazy-Lists-II,5,14
Lazy-Lists-II,6,10
Lazy-Lists-II,7,5
Lazy-Lists-II,8,3
Lazy_Case,1,1061
Lazy_Case,2,390
Lazy_Case,3,25
Lazy_Case,4,19
Lazy_Case,5,8
Lazy_Case,6,5
Lazy_Case,7,2
Lehmer,1,9
Lehmer,2,4
Lehmer,3,2
Lifting_Definition_Option,1,439
Lifting_Definition_Option,2,314
Lifting_Definition_Option,3,24
Lifting_Definition_Option,4,12
Lifting_Definition_Option,5,10
Lifting_Definition_Option,6,6
Lifting_Definition_Option,7,6
Lifting_Definition_Option,8,4
Lifting_Definition_Option,9,4
Lifting_Definition_Option,10,3
Lifting_Definition_Option,11,2
Lifting_the_Exponent,1,12
Lifting_the_Exponent,2,8
Lifting_the_Exponent,3,3
Lifting_the_Exponent,4,2
Lifting_the_Exponent,5,2
LightweightJava,1,3962
LightweightJava,2,2955
LightweightJava,3,146
LightweightJava,4,92
LightweightJava,5,55
LightweightJava,6,46
LightweightJava,7,16
LightweightJava,8,13
LightweightJava,9,10
LightweightJava,10,6
LightweightJava,11,2
LinearQuantifierElim,1,4371
LinearQuantifierElim,2,3499
LinearQuantifierElim,3,64
LinearQuantifierElim,4,43
LinearQuantifierElim,5,23
LinearQuantifierElim,6,18
LinearQuantifierElim,7,15
LinearQuantifierElim,8,9
LinearQuantifierElim,9,7
LinearQuantifierElim,10,6
LinearQuantifierElim,11,2
LinearQuantifierElim,12,2
Linear_Inequalities,1,386
Linear_Inequalities,2,235
Linear_Inequalities,3,68
Linear_Inequalities,4,46
Linear_Inequalities,5,23
Linear_Inequalities,6,14
Linear_Inequalities,7,7
Linear_Inequalities,8,4
Linear_Inequalities,9,3
Linear_Inequalities,10,2
Linear_Programming,1,970
Linear_Programming,2,351
Linear_Programming,3,88
Linear_Programming,4,50
Linear_Programming,5,37
Linear_Programming,6,16
Linear_Programming,7,9
Linear_Programming,8,5
Linear_Programming,9,3
Linear_Programming,10,2
Linear_Recurrences,1,1088
Linear_Recurrences,2,584
Linear_Recurrences,3,121
Linear_Recurrences,4,77
Linear_Recurrences,5,43
Linear_Recurrences,6,31
Linear_Recurrences,7,14
Linear_Recurrences,8,14
Linear_Recurrences,9,9
Linear_Recurrences,10,7
Linear_Recurrences,11,3
Linear_Recurrences,12,3
Linear_Recurrences,13,3
Linear_Recurrences,14,3
Linear_Recurrences,15,2
Linear_Recurrences,16,2
Linear_Recurrences,17,2
Linear_Recurrences,18,2
Liouville_Numbers,1,26
Liouville_Numbers,2,15
Liouville_Numbers,3,6
Liouville_Numbers,4,5
Liouville_Numbers,5,3
Liouville_Numbers,6,3
List-Index,1,149
List-Index,2,40
List-Index,3,8
List-Index,4,5
List-Index,5,3
List-Index,6,2
List-Infinite,1,2442
List-Infinite,2,1542
List-Infinite,3,299
List-Infinite,4,154
List-Infinite,5,100
List-Infinite,6,55
List-Infinite,7,43
List-Infinite,8,32
List-Infinite,9,22
List-Infinite,10,20
List-Infinite,11,15
List-Infinite,12,12
List-Infinite,13,10
List-Infinite,14,7
List-Infinite,15,6
List-Infinite,16,6
List-Infinite,17,5
List-Infinite,18,5
List-Infinite,19,4
List-Infinite,20,4
List-Infinite,21,3
List-Infinite,22,3
List-Infinite,23,3
List-Infinite,24,2
List_Interleaving,1,149
List_Interleaving,2,110
List_Interleaving,3,14
List_Interleaving,4,8
List_Interleaving,5,4
List_Interleaving,6,2
List_Inversions,1,497
List_Inversions,2,352
List_Inversions,3,69
List_Inversions,4,40
List_Inversions,5,27
List_Inversions,6,20
List_Inversions,7,11
List_Inversions,8,11
List_Inversions,9,7
List_Inversions,10,5
List_Inversions,11,3
List_Inversions,12,2
List_Inversions,13,2
List_Update,1,2671
List_Update,2,1960
List_Update,3,401
List_Update,4,234
List_Update,5,137
List_Update,6,69
List_Update,7,35
List_Update,8,25
List_Update,9,11
List_Update,10,9
List_Update,11,6
List_Update,12,4
List_Update,13,2
List_Update,14,2
List_Update,15,2
LocalLexing,1,1819
LocalLexing,2,1268
LocalLexing,3,79
LocalLexing,4,59
LocalLexing,5,34
LocalLexing,6,20
LocalLexing,7,8
LocalLexing,8,5
LocalLexing,9,2
Localization_Ring,1,117
Localization_Ring,2,73
Localization_Ring,3,19
Localization_Ring,4,13
Localization_Ring,5,8
Localization_Ring,6,6
Localization_Ring,7,5
Localization_Ring,8,2
Localization_Ring,9,2
Localization_Ring,10,2
Locally-Nameless-Sigma,1,1728
Locally-Nameless-Sigma,2,1193
Locally-Nameless-Sigma,3,70
Locally-Nameless-Sigma,4,51
Locally-Nameless-Sigma,5,27
Locally-Nameless-Sigma,6,23
Locally-Nameless-Sigma,7,10
Locally-Nameless-Sigma,8,8
Locally-Nameless-Sigma,9,7
Locally-Nameless-Sigma,10,5
Logging_Independent_Anonymity,1,1101
Logging_Independent_Anonymity,2,803
Logging_Independent_Anonymity,3,47
Logging_Independent_Anonymity,4,31
Logging_Independent_Anonymity,5,17
Logging_Independent_Anonymity,6,11
Logging_Independent_Anonymity,7,4
Logging_Independent_Anonymity,8,4
Logging_Independent_Anonymity,9,4
Logging_Independent_Anonymity,10,3
Lowe_Ontological_Argument,1,303
Lowe_Ontological_Argument,2,203
Lowe_Ontological_Argument,3,4
Lowe_Ontological_Argument,4,3
Lowe_Ontological_Argument,5,2
Lower_Semicontinuous,1,147
Lower_Semicontinuous,2,86
Lower_Semicontinuous,3,23
Lower_Semicontinuous,4,15
Lower_Semicontinuous,5,6
Lower_Semicontinuous,6,5
Lower_Semicontinuous,7,4
Lower_Semicontinuous,8,3
Lower_Semicontinuous,9,2
Lp,1,347
Lp,2,202
Lp,3,27
Lp,4,12
Lp,5,6
Lp,6,5
Lp,7,2
Lucas_Theorem,1,20
Lucas_Theorem,2,10
Lucas_Theorem,3,5
Lucas_Theorem,4,4
Lucas_Theorem,5,3
Lucas_Theorem,6,2
MFMC_Countable,1,2946
MFMC_Countable,2,2140
MFMC_Countable,3,99
MFMC_Countable,4,68
MFMC_Countable,5,33
MFMC_Countable,6,24
MFMC_Countable,7,12
MFMC_Countable,8,10
MFMC_Countable,9,8
MFMC_Countable,10,7
MFMC_Countable,11,2
MFMC_Countable,12,2
MFODL_Monitor_Optimized,1,14817
MFODL_Monitor_Optimized,2,12265
MFODL_Monitor_Optimized,3,347
MFODL_Monitor_Optimized,4,243
MFODL_Monitor_Optimized,5,168
MFODL_Monitor_Optimized,6,109
MFODL_Monitor_Optimized,7,57
MFODL_Monitor_Optimized,8,44
MFODL_Monitor_Optimized,9,23
MFODL_Monitor_Optimized,10,19
MFODL_Monitor_Optimized,11,8
MFODL_Monitor_Optimized,12,6
MFODL_Monitor_Optimized,13,4
MFODL_Monitor_Optimized,14,3
MFODL_Monitor_Optimized,15,2
MFOTL_Monitor,1,4234
MFOTL_Monitor,2,3229
MFOTL_Monitor,3,130
MFOTL_Monitor,4,85
MFOTL_Monitor,5,49
MFOTL_Monitor,6,36
MFOTL_Monitor,7,21
MFOTL_Monitor,8,16
MFOTL_Monitor,9,11
MFOTL_Monitor,10,10
MFOTL_Monitor,11,6
MFOTL_Monitor,12,4
MFOTL_Monitor,13,4
MFOTL_Monitor,14,3
MSO_Regex_Equivalence,1,10474
MSO_Regex_Equivalence,2,8228
MSO_Regex_Equivalence,3,201
MSO_Regex_Equivalence,4,152
MSO_Regex_Equivalence,5,87
MSO_Regex_Equivalence,6,63
MSO_Regex_Equivalence,7,28
MSO_Regex_Equivalence,8,23
MSO_Regex_Equivalence,9,20
MSO_Regex_Equivalence,10,14
MSO_Regex_Equivalence,11,7
MSO_Regex_Equivalence,12,5
MSO_Regex_Equivalence,13,5
MSO_Regex_Equivalence,14,5
MSO_Regex_Equivalence,15,4
MSO_Regex_Equivalence,16,3
MSO_Regex_Equivalence,17,2
Markov_Models,1,8282
Markov_Models,2,6772
Markov_Models,3,627
Markov_Models,4,226
Markov_Models,5,134
Markov_Models,6,86
Markov_Models,7,47
Markov_Models,8,36
Markov_Models,9,21
Markov_Models,10,22
Markov_Models,11,12
